TXN_ID,DATE,CITY,PRODUCT,QUANTITY,UNIT_PRICE,STORE_ADDRESS,REVENUE,YEAR,MONTH,MONTH_NUM,QUARTER,DAY,WEEK,CITY_CODE
J-01883,2024-01-28,Sydney,Gaming Console,6.0,1284.43,"City Centre, Pitt St Mall",7706.58,2024,January,1,Q1,28,4,5
J-01884,2024-01-24,Dubai,Wireless Earbuds,6.0,1207.67,"Mall of Emirates, B1-45",7246.02,2024,January,1,Q1,24,4,1
J-01886,2024-05-16,Dubai,Wireless Earbuds,6.0,2366.0,"Mall of Emirates, B1-45",14196.0,2024,May,5,Q2,16,20,1
J-01888,2024-12-14,Kathmandu,Smart Watch,7.0,2047.42,"Durbar Marg, KTM 44601",14331.94,2024,December,12,Q4,14,50,2
J-01889,2024-05-12,Berlin,Tablet Pro,6.0,633.51,"Alexanderplatz 5, 10178",3801.06,2024,May,5,Q2,12,19,0
J-01890,2024-01-26,Kathmandu,Gaming Laptop,1.0,168.0,"Durbar Marg, KTM 44601",168.0,2024,January,1,Q1,26,4,2
J-01891,2024-08-23,Sydney,Tablet Pro,6.0,173.43,"City Centre, Pitt St Mall",1040.58,2024,August,8,Q3,23,34,5
J-01896,2024-03-04,London,Wireless Earbuds,1.0,249.78,"12 Oxford St, W1D 1AB",249.78,2024,March,3,Q1,4,10,3
J-01900,2024-10-06,Dubai,Smart TV,1.0,554.86,"Mall of Emirates, B1-45",554.86,2024,October,10,Q4,6,40,1
J-01901,2024-07-29,Sydney,Wireless Earbuds,3.0,265.9,"88 George St, NSW 2000",797.7,2024,July,7,Q3,29,31,5
J-01902,2024-12-07,Sydney,Gaming Console,2.0,968.65,"88 George St, NSW 2000",1937.3,2024,December,12,Q4,7,49,5
J-01903,2024-05-10,Kathmandu,Wireless Earbuds,6.0,1410.21,"New Road, Kathmandu 44600",8461.26,2024,May,5,Q2,10,19,2
J-01904,2024-04-08,London,Gaming Laptop,3.0,493.15,"88 Regent Ave, SW1A 2AA",1479.45,2024,April,4,Q2,8,15,3
J-01905,2024-09-04,Berlin,Smart TV,4.0,1375.88,"Kurfurstendamm 22, 10719",5503.52,2024,September,9,Q3,4,36,0
J-01906,2024-07-12,Dubai,Smart Watch,4.0,2340.96,"Mall of Emirates, B1-45",9363.84,2024,July,7,Q3,12,28,1
J-01909,2024-11-13,New York,Gaming Laptop,2.0,1622.39,"200 Broadway, NY 10007",3244.78,2024,November,11,Q4,13,46,4
J-01911,2024-11-15,Sydney,4K Camera,3.0,72.11,"88 George St, NSW 2000",216.33,2024,November,11,Q4,15,46,5
J-01912,2024-02-19,Tokyo,Gaming Laptop,6.0,502.99,"1-1 Akihabara, Chiyoda",3017.94,2024,February,2,Q1,19,8,6
J-01913,2024-04-01,Berlin,Gaming Laptop,3.0,1983.72,"Alexanderplatz 5, 10178",5951.16,2024,April,4,Q2,1,14,0
J-01914,2024-06-14,Tokyo,Smart TV,6.0,554.33,"3-5 Shinjuku, Shinjuku-ku",3325.98,2024,June,6,Q2,14,24,6
J-01915,2024-02-25,Sydney,Wireless Earbuds,3.0,2223.9,"88 George St, NSW 2000",6671.7,2024,February,2,Q1,25,8,5
J-01916,2024-08-07,Dubai,Smart Watch,1.0,1610.33,"Mall of Emirates, B1-45",1610.33,2024,August,8,Q3,7,32,1
J-01917,2024-02-20,Tokyo,Gaming Laptop,5.0,169.37,"3-5 Shinjuku, Shinjuku-ku",846.85,2024,February,2,Q1,20,8,6
J-01918,2024-11-26,New York,Wireless Earbuds,1.0,841.78,"200 Broadway, NY 10007",841.78,2024,November,11,Q4,26,48,4
J-01919,2024-01-24,London,Gaming Laptop,1.0,1140.68,"88 Regent Ave, SW1A 2AA",1140.68,2024,January,1,Q1,24,4,3
J-01920,2024-08-21,London,Smart Watch,6.0,2106.95,"88 Regent Ave, SW1A 2AA",12641.7,2024,August,8,Q3,21,34,3
J-01921,2024-04-15,New York,Wireless Earbuds,6.0,2401.45,"350 5th Ave, NY 10118",14408.7,2024,April,4,Q2,15,16,4
J-01922,2024-04-14,Tokyo,Wireless Earbuds,2.0,2279.96,"1-1 Akihabara, Chiyoda",4559.92,2024,April,4,Q2,14,15,6
J-01923,2024-10-15,Berlin,Wireless Earbuds,5.0,915.59,"Alexanderplatz 5, 10178",4577.95,2024,October,10,Q4,15,42,0
J-01925,2024-04-06,London,Smart TV,3.0,1679.91,"12 Oxford St, W1D 1AB",5039.73,2024,April,4,Q2,6,14,3
J-01928,2024-07-13,Berlin,4K Camera,4.0,2499.52,"Kurfurstendamm 22, 10719",9998.08,2024,July,7,Q3,13,28,0
J-01931,2024-03-31,Sydney,Smart Watch,6.0,676.97,"88 George St, NSW 2000",4061.82,2024,March,3,Q1,31,13,5
J-01934,2024-10-14,Berlin,Gaming Laptop,3.0,788.16,"Kurfurstendamm 22, 10719",2364.48,2024,October,10,Q4,14,42,0
J-01938,2024-09-05,New York,4K Camera,5.0,2098.18,"200 Broadway, NY 10007",10490.9,2024,September,9,Q3,5,36,4
J-01939,2024-03-25,New York,4K Camera,3.0,97.63,"200 Broadway, NY 10007",292.89,2024,March,3,Q1,25,13,4
J-01942,2024-12-27,Dubai,Gaming Laptop,3.0,904.86,"Dubai Mall, Level 2, S12",2714.58,2024,December,12,Q4,27,52,1
J-01943,2024-10-26,Berlin,4K Camera,4.0,2282.62,"Kurfurstendamm 22, 10719",9130.48,2024,October,10,Q4,26,43,0
J-01945,2024-12-07,Dubai,4K Camera,6.0,780.07,"Mall of Emirates, B1-45",4680.42,2024,December,12,Q4,7,49,1
J-01946,2024-02-11,Dubai,Smart TV,6.0,1150.04,"Mall of Emirates, B1-45",6900.24,2024,February,2,Q1,11,6,1
J-01948,2024-01-27,Sydney,Tablet Pro,5.0,2129.65,"City Centre, Pitt St Mall",10648.25,2024,January,1,Q1,27,4,5
J-01951,2024-11-26,Sydney,Wireless Earbuds,6.0,69.78,"City Centre, Pitt St Mall",418.68,2024,November,11,Q4,26,48,5
J-01952,2024-02-20,Kathmandu,Smart TV,5.0,1316.78,"New Road, Kathmandu 44600",6583.9,2024,February,2,Q1,20,8,2
J-01953,2024-06-01,Tokyo,Smart TV,3.0,2474.15,"1-1 Akihabara, Chiyoda",7422.45,2024,June,6,Q2,1,22,6
J-01956,2024-06-13,Kathmandu,Smart Watch,1.0,2163.2,"New Road, Kathmandu 44600",2163.2,2024,June,6,Q2,13,24,2
J-01959,2024-10-19,Tokyo,Tablet Pro,6.0,500.82,"1-1 Akihabara, Chiyoda",3004.92,2024,October,10,Q4,19,42,6
J-01960,2024-03-07,Dubai,Gaming Console,2.0,1046.32,"Dubai Mall, Level 2, S12",2092.64,2024,March,3,Q1,7,10,1
J-01961,2024-04-30,London,Wireless Earbuds,7.0,1624.72,"12 Oxford St, W1D 1AB",11373.04,2024,April,4,Q2,30,18,3
J-01964,2024-08-11,Tokyo,4K Camera,2.0,1223.32,"3-5 Shinjuku, Shinjuku-ku",2446.64,2024,August,8,Q3,11,32,6
J-01965,2024-08-05,London,Gaming Laptop,1.0,1810.68,"88 Regent Ave, SW1A 2AA",1810.68,2024,August,8,Q3,5,32,3
J-01966,2024-06-15,Berlin,Smart TV,1.0,377.32,"Alexanderplatz 5, 10178",377.32,2024,June,6,Q2,15,24,0
J-01968,2024-07-09,Dubai,Tablet Pro,2.0,2107.08,"Mall of Emirates, B1-45",4214.16,2024,July,7,Q3,9,28,1
J-01970,2024-11-01,New York,Smart Watch,6.0,1846.5,"200 Broadway, NY 10007",11079.0,2024,November,11,Q4,1,44,4
J-01971,2024-06-22,Kathmandu,Tablet Pro,7.0,2323.91,"Durbar Marg, KTM 44601",16267.37,2024,June,6,Q2,22,25,2
J-01972,2024-08-15,Sydney,Gaming Console,2.0,408.88,"88 George St, NSW 2000",817.76,2024,August,8,Q3,15,33,5
J-01974,2024-05-20,Sydney,Wireless Earbuds,6.0,2217.79,"88 George St, NSW 2000",13306.74,2024,May,5,Q2,20,21,5
J-01975,2024-06-17,Kathmandu,Gaming Laptop,2.0,1396.34,"Durbar Marg, KTM 44601",2792.68,2024,June,6,Q2,17,25,2
J-01976,2024-07-11,Kathmandu,4K Camera,5.0,975.78,"New Road, Kathmandu 44600",4878.9,2024,July,7,Q3,11,28,2
J-01977,2024-07-27,London,Wireless Earbuds,1.0,822.28,"12 Oxford St, W1D 1AB",822.28,2024,July,7,Q3,27,30,3
J-01979,2024-09-21,Sydney,Gaming Console,5.0,2303.98,"City Centre, Pitt St Mall",11519.9,2024,September,9,Q3,21,38,5
J-01981,2024-01-17,Tokyo,Tablet Pro,4.0,153.5,"1-1 Akihabara, Chiyoda",614.0,2024,January,1,Q1,17,3,6
J-01982,2024-08-25,Sydney,Gaming Laptop,2.0,1603.99,"City Centre, Pitt St Mall",3207.98,2024,August,8,Q3,25,34,5
J-01987,2024-06-06,Tokyo,4K Camera,2.0,693.02,"1-1 Akihabara, Chiyoda",1386.04,2024,June,6,Q2,6,23,6
J-01988,2024-12-01,New York,Gaming Laptop,2.0,1568.06,"200 Broadway, NY 10007",3136.12,2024,December,12,Q4,1,48,4
J-01989,2024-07-14,Kathmandu,Smart Watch,4.0,2221.68,"New Road, Kathmandu 44600",8886.72,2024,July,7,Q3,14,28,2
J-01990,2024-12-01,Sydney,Gaming Console,5.0,1089.61,"City Centre, Pitt St Mall",5448.05,2024,December,12,Q4,1,48,5
J-01992,2024-09-13,London,Gaming Console,1.0,1135.67,"12 Oxford St, W1D 1AB",1135.67,2024,September,9,Q3,13,37,3
J-01993,2024-11-12,London,Gaming Console,1.0,1952.22,"12 Oxford St, W1D 1AB",1952.22,2024,November,11,Q4,12,46,3
J-01994,2024-09-23,Berlin,Gaming Laptop,6.0,900.0,"Alexanderplatz 5, 10178",5400.0,2024,September,9,Q3,23,39,0
J-01996,2024-04-28,London,Tablet Pro,7.0,966.85,"88 Regent Ave, SW1A 2AA",6767.95,2024,April,4,Q2,28,17,3
J-02002,2024-07-19,London,4K Camera,2.0,272.02,"88 Regent Ave, SW1A 2AA",544.04,2024,July,7,Q3,19,29,3
J-02004,2024-12-21,London,Gaming Laptop,1.0,353.96,"12 Oxford St, W1D 1AB",353.96,2024,December,12,Q4,21,51,3
J-02006,2024-01-03,Kathmandu,Smart TV,5.0,1872.3,"Durbar Marg, KTM 44601",9361.5,2024,January,1,Q1,3,1,2
J-02007,2024-01-14,Sydney,Gaming Laptop,1.0,1345.75,"City Centre, Pitt St Mall",1345.75,2024,January,1,Q1,14,2,5
J-02008,2024-08-20,Dubai,Tablet Pro,7.0,777.43,"Mall of Emirates, B1-45",5442.01,2024,August,8,Q3,20,34,1
J-02009,2024-09-01,Tokyo,Tablet Pro,1.0,1013.76,"1-1 Akihabara, Chiyoda",1013.76,2024,September,9,Q3,1,35,6
J-02013,2024-10-24,London,Gaming Laptop,3.0,1496.19,"12 Oxford St, W1D 1AB",4488.57,2024,October,10,Q4,24,43,3
J-02014,2024-08-17,Kathmandu,Gaming Console,3.0,1851.67,"New Road, Kathmandu 44600",5555.01,2024,August,8,Q3,17,33,2
J-02015,2024-03-05,London,Wireless Earbuds,4.0,1330.55,"88 Regent Ave, SW1A 2AA",5322.2,2024,March,3,Q1,5,10,3
J-02016,2024-01-02,New York,Gaming Console,7.0,1822.31,"350 5th Ave, NY 10118",12756.17,2024,January,1,Q1,2,1,4
J-02017,2024-05-31,Tokyo,Smart Watch,7.0,146.04,"3-5 Shinjuku, Shinjuku-ku",1022.28,2024,May,5,Q2,31,22,6
J-02019,2024-10-08,Tokyo,Gaming Console,6.0,700.4,"3-5 Shinjuku, Shinjuku-ku",4202.4,2024,October,10,Q4,8,41,6
J-02022,2024-02-25,New York,Tablet Pro,4.0,579.48,"350 5th Ave, NY 10118",2317.92,2024,February,2,Q1,25,8,4
J-02023,2024-12-12,Kathmandu,Smart TV,1.0,1453.35,"Durbar Marg, KTM 44601",1453.35,2024,December,12,Q4,12,50,2
J-02024,2024-01-29,Kathmandu,Smart TV,1.0,309.75,"New Road, Kathmandu 44600",309.75,2024,January,1,Q1,29,5,2
J-02026,2024-03-14,Berlin,Wireless Earbuds,1.0,288.65,"Kurfurstendamm 22, 10719",288.65,2024,March,3,Q1,14,11,0
J-02030,2024-04-17,Dubai,Wireless Earbuds,1.0,605.79,"Mall of Emirates, B1-45",605.79,2024,April,4,Q2,17,16,1
J-02035,2024-12-27,Kathmandu,Smart TV,7.0,1383.39,"Durbar Marg, KTM 44601",9683.73,2024,December,12,Q4,27,52,2
J-02036,2024-01-15,London,Tablet Pro,7.0,1040.39,"88 Regent Ave, SW1A 2AA",7282.73,2024,January,1,Q1,15,3,3
J-02038,2024-04-16,London,Wireless Earbuds,5.0,301.95,"88 Regent Ave, SW1A 2AA",1509.75,2024,April,4,Q2,16,16,3
J-02041,2024-06-24,Sydney,Gaming Console,2.0,192.94,"88 George St, NSW 2000",385.88,2024,June,6,Q2,24,26,5
J-02045,2024-11-27,Sydney,Gaming Laptop,5.0,1700.58,"88 George St, NSW 2000",8502.9,2024,November,11,Q4,27,48,5
J-02046,2024-04-26,Berlin,4K Camera,2.0,307.34,"Kurfurstendamm 22, 10719",614.68,2024,April,4,Q2,26,17,0
J-02048,2024-05-25,Dubai,Smart Watch,6.0,1698.14,"Dubai Mall, Level 2, S12",10188.84,2024,May,5,Q2,25,21,1
J-02051,2024-04-15,London,Wireless Earbuds,4.0,1376.6,"88 Regent Ave, SW1A 2AA",5506.4,2024,April,4,Q2,15,16,3
J-02057,2024-10-08,Kathmandu,Tablet Pro,1.0,1880.94,"Durbar Marg, KTM 44601",1880.94,2024,October,10,Q4,8,41,2
J-02058,2024-07-22,Kathmandu,Smart Watch,6.0,1077.59,"New Road, Kathmandu 44600",6465.54,2024,July,7,Q3,22,30,2
J-02059,2024-10-07,Berlin,Tablet Pro,1.0,130.33,"Kurfurstendamm 22, 10719",130.33,2024,October,10,Q4,7,41,0
J-02060,2024-05-04,Sydney,Gaming Laptop,6.0,688.03,"88 George St, NSW 2000",4128.18,2024,May,5,Q2,4,18,5
J-02061,2024-03-30,Sydney,Tablet Pro,5.0,1175.8,"City Centre, Pitt St Mall",5879.0,2024,March,3,Q1,30,13,5
J-02062,2024-10-19,London,Wireless Earbuds,5.0,896.55,"12 Oxford St, W1D 1AB",4482.75,2024,October,10,Q4,19,42,3
J-02063,2024-07-30,Berlin,4K Camera,7.0,554.16,"Alexanderplatz 5, 10178",3879.12,2024,July,7,Q3,30,31,0
J-02064,2024-01-06,Sydney,Smart TV,2.0,2024.92,"88 George St, NSW 2000",4049.84,2024,January,1,Q1,6,1,5
J-02066,2024-07-08,Dubai,Tablet Pro,5.0,1919.91,"Mall of Emirates, B1-45",9599.55,2024,July,7,Q3,8,28,1
J-02069,2024-12-03,Tokyo,Smart Watch,6.0,1850.79,"3-5 Shinjuku, Shinjuku-ku",11104.74,2024,December,12,Q4,3,49,6
J-02070,2024-03-06,Berlin,Smart TV,7.0,788.5,"Alexanderplatz 5, 10178",5519.5,2024,March,3,Q1,6,10,0
J-02071,2024-07-21,London,Smart Watch,4.0,118.54,"88 Regent Ave, SW1A 2AA",474.16,2024,July,7,Q3,21,29,3
J-02074,2024-02-15,London,4K Camera,7.0,1864.34,"88 Regent Ave, SW1A 2AA",13050.38,2024,February,2,Q1,15,7,3
J-02075,2024-05-19,Dubai,Wireless Earbuds,5.0,2409.81,"Dubai Mall, Level 2, S12",12049.05,2024,May,5,Q2,19,20,1
J-02077,2024-10-02,Sydney,Smart Watch,3.0,1338.33,"City Centre, Pitt St Mall",4014.99,2024,October,10,Q4,2,40,5
J-02079,2024-11-27,Kathmandu,Smart TV,4.0,483.09,"Durbar Marg, KTM 44601",1932.36,2024,November,11,Q4,27,48,2
J-02080,2024-10-22,Tokyo,Gaming Console,5.0,1463.71,"3-5 Shinjuku, Shinjuku-ku",7318.55,2024,October,10,Q4,22,43,6
J-02081,2024-01-28,Kathmandu,Gaming Console,7.0,1628.47,"New Road, Kathmandu 44600",11399.29,2024,January,1,Q1,28,4,2
J-02084,2024-09-07,Kathmandu,4K Camera,7.0,1612.89,"New Road, Kathmandu 44600",11290.23,2024,September,9,Q3,7,36,2
J-02085,2024-02-13,London,Wireless Earbuds,5.0,2316.26,"12 Oxford St, W1D 1AB",11581.3,2024,February,2,Q1,13,7,3
J-02087,2024-08-17,Tokyo,Smart TV,4.0,935.81,"3-5 Shinjuku, Shinjuku-ku",3743.24,2024,August,8,Q3,17,33,6
J-02088,2024-12-29,Tokyo,Tablet Pro,2.0,1255.9,"1-1 Akihabara, Chiyoda",2511.8,2024,December,12,Q4,29,52,6
J-02089,2024-10-25,London,Wireless Earbuds,1.0,1867.39,"12 Oxford St, W1D 1AB",1867.39,2024,October,10,Q4,25,43,3
J-02091,2024-10-26,Berlin,Smart Watch,1.0,199.55,"Alexanderplatz 5, 10178",199.55,2024,October,10,Q4,26,43,0
J-02094,2024-04-25,New York,Smart TV,3.0,1891.79,"350 5th Ave, NY 10118",5675.37,2024,April,4,Q2,25,17,4
J-02095,2024-09-12,Sydney,Wireless Earbuds,4.0,2015.02,"City Centre, Pitt St Mall",8060.08,2024,September,9,Q3,12,37,5
J-02098,2024-06-16,Tokyo,Gaming Laptop,6.0,1348.03,"1-1 Akihabara, Chiyoda",8088.18,2024,June,6,Q2,16,24,6
J-02100,2024-12-17,Dubai,Gaming Console,6.0,80.11,"Dubai Mall, Level 2, S12",480.66,2024,December,12,Q4,17,51,1
J-02101,2024-07-16,New York,Tablet Pro,6.0,2179.75,"350 5th Ave, NY 10118",13078.5,2024,July,7,Q3,16,29,4
J-02103,2024-11-15,Berlin,Tablet Pro,7.0,275.08,"Alexanderplatz 5, 10178",1925.56,2024,November,11,Q4,15,46,0
J-02104,2024-05-22,Sydney,Smart Watch,1.0,156.49,"88 George St, NSW 2000",156.49,2024,May,5,Q2,22,21,5
J-02106,2024-10-30,Dubai,Smart Watch,4.0,2154.11,"Dubai Mall, Level 2, S12",8616.44,2024,October,10,Q4,30,44,1
J-02107,2024-09-02,Sydney,Smart Watch,4.0,1889.9,"City Centre, Pitt St Mall",7559.6,2024,September,9,Q3,2,36,5
J-02108,2024-04-26,Sydney,Wireless Earbuds,3.0,1196.46,"City Centre, Pitt St Mall",3589.38,2024,April,4,Q2,26,17,5
J-02109,2024-12-04,Tokyo,Smart Watch,7.0,985.79,"3-5 Shinjuku, Shinjuku-ku",6900.53,2024,December,12,Q4,4,49,6
J-02110,2024-02-12,Sydney,Gaming Laptop,5.0,1594.65,"City Centre, Pitt St Mall",7973.25,2024,February,2,Q1,12,7,5
J-02111,2024-03-02,London,Smart Watch,5.0,2369.81,"88 Regent Ave, SW1A 2AA",11849.05,2024,March,3,Q1,2,9,3
J-02112,2024-02-15,Kathmandu,Smart TV,5.0,1987.93,"New Road, Kathmandu 44600",9939.65,2024,February,2,Q1,15,7,2
J-02113,2024-01-07,Kathmandu,4K Camera,5.0,1899.9,"New Road, Kathmandu 44600",9499.5,2024,January,1,Q1,7,1,2
J-02114,2024-09-30,London,Smart Watch,3.0,1079.25,"88 Regent Ave, SW1A 2AA",3237.75,2024,September,9,Q3,30,40,3
J-02115,2024-02-22,Kathmandu,Gaming Console,2.0,1123.95,"New Road, Kathmandu 44600",2247.9,2024,February,2,Q1,22,8,2
J-02116,2024-07-25,Dubai,Smart TV,1.0,173.78,"Mall of Emirates, B1-45",173.78,2024,July,7,Q3,25,30,1
J-02118,2024-02-17,Berlin,4K Camera,7.0,405.07,"Kurfurstendamm 22, 10719",2835.49,2024,February,2,Q1,17,7,0
J-02119,2024-04-03,Tokyo,Gaming Laptop,1.0,1447.11,"3-5 Shinjuku, Shinjuku-ku",1447.11,2024,April,4,Q2,3,14,6
J-02120,2024-05-14,Sydney,4K Camera,4.0,1417.43,"88 George St, NSW 2000",5669.72,2024,May,5,Q2,14,20,5
J-02122,2024-10-20,Berlin,Tablet Pro,2.0,1953.3,"Alexanderplatz 5, 10178",3906.6,2024,October,10,Q4,20,42,0
J-02123,2024-03-09,Berlin,Smart TV,1.0,1979.4,"Kurfurstendamm 22, 10719",1979.4,2024,March,3,Q1,9,10,0
J-02124,2024-09-21,Sydney,4K Camera,2.0,1255.17,"City Centre, Pitt St Mall",2510.34,2024,September,9,Q3,21,38,5
J-02125,2024-08-18,Tokyo,Gaming Laptop,3.0,2449.95,"3-5 Shinjuku, Shinjuku-ku",7349.85,2024,August,8,Q3,18,33,6
J-02126,2024-06-11,New York,Wireless Earbuds,5.0,400.31,"200 Broadway, NY 10007",2001.55,2024,June,6,Q2,11,24,4
J-02127,2024-04-20,New York,Wireless Earbuds,6.0,2136.94,"350 5th Ave, NY 10118",12821.64,2024,April,4,Q2,20,16,4
J-02129,2024-02-13,New York,Gaming Laptop,6.0,822.9,"200 Broadway, NY 10007",4937.4,2024,February,2,Q1,13,7,4
J-02130,2024-04-20,Tokyo,Tablet Pro,5.0,561.59,"3-5 Shinjuku, Shinjuku-ku",2807.95,2024,April,4,Q2,20,16,6
J-02133,2024-09-12,New York,Gaming Console,7.0,2144.65,"350 5th Ave, NY 10118",15012.55,2024,September,9,Q3,12,37,4
J-02134,2024-04-16,Berlin,Tablet Pro,6.0,612.13,"Kurfurstendamm 22, 10719",3672.78,2024,April,4,Q2,16,16,0
J-02137,2024-09-17,Berlin,Tablet Pro,3.0,2083.71,"Alexanderplatz 5, 10178",6251.13,2024,September,9,Q3,17,38,0
J-02139,2024-04-02,Tokyo,Smart TV,3.0,318.19,"3-5 Shinjuku, Shinjuku-ku",954.57,2024,April,4,Q2,2,14,6
J-02140,2024-06-21,London,Tablet Pro,6.0,2118.47,"12 Oxford St, W1D 1AB",12710.82,2024,June,6,Q2,21,25,3
J-02141,2024-07-18,Berlin,Wireless Earbuds,6.0,886.16,"Alexanderplatz 5, 10178",5316.96,2024,July,7,Q3,18,29,0
J-02144,2024-12-09,Tokyo,Gaming Laptop,5.0,233.18,"1-1 Akihabara, Chiyoda",1165.9,2024,December,12,Q4,9,50,6
J-02146,2024-03-26,Berlin,Smart Watch,4.0,1803.44,"Kurfurstendamm 22, 10719",7213.76,2024,March,3,Q1,26,13,0
J-02148,2024-12-21,New York,Gaming Laptop,4.0,1771.52,"200 Broadway, NY 10007",7086.08,2024,December,12,Q4,21,51,4
J-02149,2024-03-03,London,4K Camera,4.0,1784.25,"12 Oxford St, W1D 1AB",7137.0,2024,March,3,Q1,3,9,3
J-02150,2024-07-14,Tokyo,Tablet Pro,6.0,794.83,"1-1 Akihabara, Chiyoda",4768.98,2024,July,7,Q3,14,28,6
J-02153,2024-09-10,Dubai,Gaming Laptop,3.0,214.74,"Dubai Mall, Level 2, S12",644.22,2024,September,9,Q3,10,37,1
J-02155,2024-02-10,New York,Smart TV,6.0,2069.83,"350 5th Ave, NY 10118",12418.98,2024,February,2,Q1,10,6,4
J-02157,2024-06-06,Sydney,Gaming Laptop,3.0,950.08,"88 George St, NSW 2000",2850.24,2024,June,6,Q2,6,23,5
J-02158,2024-02-14,London,Smart Watch,1.0,1516.82,"12 Oxford St, W1D 1AB",1516.82,2024,February,2,Q1,14,7,3
J-02160,2024-04-04,Sydney,Wireless Earbuds,3.0,1497.26,"88 George St, NSW 2000",4491.78,2024,April,4,Q2,4,14,5
J-02161,2024-09-15,Berlin,Smart Watch,1.0,365.77,"Kurfurstendamm 22, 10719",365.77,2024,September,9,Q3,15,37,0
J-02164,2024-08-30,Sydney,Gaming Laptop,4.0,2037.6,"City Centre, Pitt St Mall",8150.4,2024,August,8,Q3,30,35,5
J-02165,2024-12-22,Tokyo,4K Camera,5.0,1727.28,"1-1 Akihabara, Chiyoda",8636.4,2024,December,12,Q4,22,51,6
J-02166,2024-01-17,Sydney,Smart TV,2.0,965.68,"88 George St, NSW 2000",1931.36,2024,January,1,Q1,17,3,5
J-02170,2024-02-28,New York,Smart TV,1.0,1123.3,"200 Broadway, NY 10007",1123.3,2024,February,2,Q1,28,9,4
J-02171,2024-06-08,Tokyo,Gaming Laptop,2.0,2057.75,"3-5 Shinjuku, Shinjuku-ku",4115.5,2024,June,6,Q2,8,23,6
J-02176,2024-01-21,Tokyo,Smart TV,5.0,1171.22,"3-5 Shinjuku, Shinjuku-ku",5856.1,2024,January,1,Q1,21,3,6
J-02179,2024-05-23,Kathmandu,Smart Watch,6.0,1404.41,"New Road, Kathmandu 44600",8426.46,2024,May,5,Q2,23,21,2
J-02180,2024-11-03,Sydney,Gaming Laptop,4.0,1863.94,"City Centre, Pitt St Mall",7455.76,2024,November,11,Q4,3,44,5
J-02183,2024-09-27,Kathmandu,Wireless Earbuds,5.0,908.72,"Durbar Marg, KTM 44601",4543.6,2024,September,9,Q3,27,39,2
J-02185,2024-03-14,Tokyo,Gaming Console,2.0,583.91,"3-5 Shinjuku, Shinjuku-ku",1167.82,2024,March,3,Q1,14,11,6
J-02187,2024-09-25,Berlin,Wireless Earbuds,5.0,663.19,"Alexanderplatz 5, 10178",3315.95,2024,September,9,Q3,25,39,0
J-02189,2024-02-13,New York,Gaming Laptop,5.0,2226.38,"350 5th Ave, NY 10118",11131.9,2024,February,2,Q1,13,7,4
J-02193,2024-06-25,Dubai,Smart TV,2.0,1180.1,"Mall of Emirates, B1-45",2360.2,2024,June,6,Q2,25,26,1
J-02195,2024-01-29,Sydney,Smart Watch,4.0,99.12,"City Centre, Pitt St Mall",396.48,2024,January,1,Q1,29,5,5
J-02198,2024-08-29,Dubai,Smart TV,2.0,2070.28,"Dubai Mall, Level 2, S12",4140.56,2024,August,8,Q3,29,35,1
J-02200,2024-04-07,Berlin,Tablet Pro,7.0,2038.51,"Kurfurstendamm 22, 10719",14269.57,2024,April,4,Q2,7,14,0
J-02201,2024-12-06,New York,Tablet Pro,5.0,1108.04,"200 Broadway, NY 10007",5540.2,2024,December,12,Q4,6,49,4
J-02204,2024-11-15,New York,Smart Watch,3.0,2372.87,"350 5th Ave, NY 10118",7118.61,2024,November,11,Q4,15,46,4
J-02207,2024-03-12,Sydney,Tablet Pro,3.0,635.79,"88 George St, NSW 2000",1907.37,2024,March,3,Q1,12,11,5
J-02210,2024-11-24,Dubai,Gaming Console,4.0,2188.84,"Dubai Mall, Level 2, S12",8755.36,2024,November,11,Q4,24,47,1
J-02211,2024-01-08,Berlin,4K Camera,3.0,2005.52,"Alexanderplatz 5, 10178",6016.56,2024,January,1,Q1,8,2,0
J-02212,2024-01-28,Sydney,Gaming Laptop,3.0,1056.55,"City Centre, Pitt St Mall",3169.65,2024,January,1,Q1,28,4,5
J-02214,2024-03-12,Kathmandu,4K Camera,7.0,1554.18,"Durbar Marg, KTM 44601",10879.26,2024,March,3,Q1,12,11,2
J-02215,2024-03-03,Berlin,Wireless Earbuds,2.0,1330.36,"Kurfurstendamm 22, 10719",2660.72,2024,March,3,Q1,3,9,0
J-02216,2024-10-18,Kathmandu,Smart Watch,7.0,1981.16,"New Road, Kathmandu 44600",13868.12,2024,October,10,Q4,18,42,2
J-02217,2024-01-06,London,Gaming Console,2.0,2467.95,"88 Regent Ave, SW1A 2AA",4935.9,2024,January,1,Q1,6,1,3
J-02219,2024-01-21,Tokyo,Gaming Console,5.0,2208.61,"3-5 Shinjuku, Shinjuku-ku",11043.05,2024,January,1,Q1,21,3,6
J-02221,2024-10-23,Berlin,Smart Watch,1.0,802.0,"Alexanderplatz 5, 10178",802.0,2024,October,10,Q4,23,43,0
J-02222,2024-04-21,Tokyo,Smart Watch,1.0,2226.54,"3-5 Shinjuku, Shinjuku-ku",2226.54,2024,April,4,Q2,21,16,6
J-02223,2024-10-11,Kathmandu,4K Camera,6.0,2147.02,"Durbar Marg, KTM 44601",12882.12,2024,October,10,Q4,11,41,2
