LOG_ID,EVENT_DATE,CITY,STORE_ADDRESS,PRODUCT,UNITS_SOLD,UNIT_PRICE
C-02245,01/11/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart TV,QTY_ERR,-173.58
C-02246,17/06/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,6,2637.67
C-02247,17/10/2024,Dubai,"Dubai Mall, Level 2, S12",Wireless Earbuds,6,2762.79
C-02248,02/07/2024,Dubai,"Dubai Mall, Level 2, S12",Smart TV,2,2161.49
C-02249,13/04/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,5,1898.19
C-02250,31/01/2024,Sydney,"88 George St, NSW 2000",Smart Watch,5,1626.32
C-02251,06/03/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart Watch,1,2617.95
C-02252,03/12/2024,London,"12 Oxford St, W1D 1AB",Tablet Pro,5,2962.72
C-02253,28/05/2024,Kathmandu,"New Road, Kathmandu 44600",Smart TV,1,2503.65
C-02254,11/05/2024,New York,"200 Broadway, NY 10007",Gaming Console,2,1135.54
C-02255,04/07/2024,Dubai,"Mall of Emirates, B1-45",Tablet Pro,2,1698.43
C-02256,21/04/2024,Tokyo,"1-1 Akihabara, Chiyoda",Tablet Pro,1,1649.89
C-02257,17/09/2024,Sydney,"88 George St, NSW 2000",4K Camera,6,-11.85
C-02258,05/02/2024,Dubai,"Dubai Mall, Level 2, S12",Wireless Earbuds,1,747.64
C-02259,29/04/2024,Berlin,"Alexanderplatz 5, 10178",Wireless Earbuds,9,1573.91
C-02260,03/12/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Laptop,8,1020.09
C-02261,27/03/2024,New York,"200 Broadway, NY 10007",Tablet Pro,4,1597.05
C-02262,04/05/2024,Berlin,"Alexanderplatz 5, 10178",Tablet Pro,1,-296.84
C-02263,11/03/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Laptop,5,230.97
C-02264,17/03/2024,London,"88 Regent Ave, SW1A 2AA",Wireless Earbuds,1,2295.88
C-02265,06/02/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Console,2,-232.08
C-02266,28/05/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,9,1231.96
C-02267,12/09/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,5,2835.13
C-02268,09/04/2024,Dubai,"Mall of Emirates, B1-45",Gaming Laptop,2,1433.46
C-02269,18/06/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Console,7,2903.95
C-02270,28/01/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Wireless Earbuds,6,-195.59
C-02271,30/08/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart Watch,8,-68.35
C-02272,12/10/2024,Sydney,"88 George St, NSW 2000",Smart Watch,8,-263.08
C-02273,31/05/2024,Dubai,"Mall of Emirates, B1-45",Gaming Laptop,1,2664.12
C-02274,06/08/2024,Sydney,"City Centre, Pitt St Mall",Gaming Console,3,1971.31
C-02275,15/01/2024,London,"88 Regent Ave, SW1A 2AA",Smart Watch,9,-16.88
C-02276,05/09/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart TV,7,2604.11
C-02277,02/02/2024,New York,"200 Broadway, NY 10007",Gaming Laptop,5,2242.91
C-02278,05/04/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Wireless Earbuds,6,1774.88
C-02279,14/08/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Tablet Pro,6,2045.95
C-02280,22/03/2024,Sydney,"88 George St, NSW 2000",Wireless Earbuds,7,-266.77
C-02281,13/03/2024,Sydney,"88 George St, NSW 2000",4K Camera,7,1320.67
C-02282,28/02/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Wireless Earbuds,2,1603.84
C-02283,23/03/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,6,915.44
C-02284,05/06/2024,Dubai,"Mall of Emirates, B1-45",Gaming Console,4,1068.07
C-02285,26/02/2024,Kathmandu,"New Road, Kathmandu 44600",Smart TV,7,1614.5
C-02286,07/11/2024,Tokyo,"1-1 Akihabara, Chiyoda",4K Camera,3,169.87
C-02287,05/10/2024,Dubai,"Mall of Emirates, B1-45",4K Camera,6,2134.58
C-02288,24/12/2024,Sydney,"88 George St, NSW 2000",Wireless Earbuds,8,1601.87
C-02289,17/03/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",4K Camera,6,2064.02
C-02290,18/11/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Laptop,9,944.94
C-02291,23/01/2024,New York,"350 5th Ave, NY 10118",Smart Watch,5,432.95
C-02292,04/06/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,4,1817.64
C-02293,29/09/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Wireless Earbuds,7,-212.15
C-02294,14/11/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,6,1574.44
C-02295,21/12/2024,London,"88 Regent Ave, SW1A 2AA",Smart Watch,8,517.94
C-02296,26/11/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",4K Camera,9,2455.86
C-02297,20/01/2024,Dubai,"Mall of Emirates, B1-45",Gaming Laptop,9,2686.8
C-02298,02/03/2024,Dubai,"Dubai Mall, Level 2, S12",Smart TV,2,976.22
C-02299,31/05/2024,London,"12 Oxford St, W1D 1AB",Wireless Earbuds,1,116.69
C-02300,16/05/2024,Sydney,"City Centre, Pitt St Mall",Smart TV,9,2024.64
C-02301,24/01/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Laptop,9,2971.37
C-02302,15/08/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,9,2297.41
C-02303,26/09/2024,Berlin,"Kurfurstendamm 22, 10719",Smart TV,6,1017.21
C-02304,22/08/2024,London,"88 Regent Ave, SW1A 2AA",Wireless Earbuds,2,2218.62
C-02305,18/12/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",4K Camera,9,2303.23
C-02306,22/07/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Console,3,-189.63
C-02307,16/09/2024,New York,"350 5th Ave, NY 10118",Smart Watch,6,654.94
C-02308,29/06/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Laptop,5,-290.71
C-02309,01/03/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Laptop,MISSING,951.57
C-02310,13/06/2024,Dubai,"Mall of Emirates, B1-45",Smart TV,6,-268.54
C-02311,16/05/2024,New York,"350 5th Ave, NY 10118",Gaming Console,4,2733.2
C-02312,25/08/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart Watch,7,1488.07
C-02313,08/04/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Tablet Pro,3,1888.89
C-02314,20/11/2024,New York,"200 Broadway, NY 10007",Smart TV,1,-219.97
C-02315,07/04/2024,Dubai,"Mall of Emirates, B1-45",Tablet Pro,8,1014.69
C-02316,22/09/2024,Kathmandu,"New Road, Kathmandu 44600",Wireless Earbuds,6,1487.85
C-02317,24/04/2024,London,"88 Regent Ave, SW1A 2AA",Smart TV,9,-192.25
C-02318,05/10/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,2,1105.93
C-02319,10/06/2024,Dubai,"Dubai Mall, Level 2, S12",Wireless Earbuds,2,1901.57
C-02320,18/01/2024,New York,"350 5th Ave, NY 10118",4K Camera,7,1189.32
C-02321,10/05/2024,Dubai,"Dubai Mall, Level 2, S12",Tablet Pro,4,2479.47
C-02322,20/05/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Laptop,1,2204.71
C-02323,18/04/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Console,7,411.08
C-02324,04/01/2024,New York,"350 5th Ave, NY 10118",Smart Watch,7,-210.76
C-02325,14/06/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,9,863.64
C-02326,28/08/2024,Sydney,"88 George St, NSW 2000",Wireless Earbuds,5,-165.19
C-02327,28/06/2024,Berlin,"Kurfurstendamm 22, 10719",Smart TV,7,518.61
C-02328,13/05/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Laptop,5,2003.43
C-02329,20/09/2024,New York,"350 5th Ave, NY 10118",Tablet Pro,8,1057.58
C-02330,23/07/2024,Berlin,"Kurfurstendamm 22, 10719",Smart Watch,1,1810.46
C-02331,03/11/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart TV,5,1235.67
C-02332,26/02/2024,Dubai,"Dubai Mall, Level 2, S12",Smart TV,2,1068.32
C-02333,29/01/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,5,2938.63
C-02334,19/11/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Tablet Pro,8,1222.33
C-02335,01/01/2024,Sydney,"City Centre, Pitt St Mall",Smart TV,1,1326.29
C-02336,19/02/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Console,3,2657.08
C-02337,16/09/2024,New York,"200 Broadway, NY 10007",Gaming Console,9,206.85
C-02338,02/03/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Laptop,6,160.3
C-02339,23/03/2024,Dubai,"Dubai Mall, Level 2, S12",Tablet Pro,9,-227.1
C-02340,29/01/2024,Berlin,"Alexanderplatz 5, 10178",4K Camera,3,-242.04
C-02341,04/05/2024,New York,"200 Broadway, NY 10007",Wireless Earbuds,3,1752.57
C-02342,10/08/2024,New York,"200 Broadway, NY 10007",Gaming Laptop,5,341.26
C-02343,12/09/2024,New York,"200 Broadway, NY 10007",Smart TV,9,2131.91
C-02344,10/07/2024,New York,"350 5th Ave, NY 10118",Tablet Pro,9,1954.84
C-02345,30/01/2024,New York,"200 Broadway, NY 10007",Gaming Console,4,1965.78
C-02346,21/12/2024,Kathmandu,"New Road, Kathmandu 44600",Tablet Pro,7,1898.14
C-02347,17/10/2024,Kathmandu,"New Road, Kathmandu 44600",Wireless Earbuds,9,267.91
C-02348,29/03/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Laptop,2,20.41
C-02349,25/06/2024,London,"88 Regent Ave, SW1A 2AA",Smart Watch,,629.83
C-02350,09/08/2024,Dubai,"Dubai Mall, Level 2, S12",4K Camera,9,2560.22
C-02351,16/04/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Laptop,4,2811.03
C-02352,26/12/2024,New York,"350 5th Ave, NY 10118",Gaming Laptop,5,1606.62
C-02353,13/12/2024,Kathmandu,"New Road, Kathmandu 44600",Tablet Pro,1,-118.88
C-02354,03/02/2024,Berlin,"Kurfurstendamm 22, 10719",Smart TV,1,347.39
C-02355,16/06/2024,Dubai,"Mall of Emirates, B1-45",Tablet Pro,7,2926.37
C-02356,04/11/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart TV,9,2003.89
C-02357,19/08/2024,London,"12 Oxford St, W1D 1AB",Tablet Pro,6,1271.39
C-02358,20/12/2024,Dubai,"Mall of Emirates, B1-45",Smart TV,6,462.8
C-02359,26/01/2024,Berlin,"Alexanderplatz 5, 10178",Tablet Pro,7,1203.39
C-02360,26/03/2024,Sydney,"88 George St, NSW 2000",Smart Watch,6,1504.09
C-02361,30/11/2024,New York,"200 Broadway, NY 10007",Smart TV,9,1360.93
C-02362,08/05/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart Watch,5,2332.74
C-02363,11/12/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Console,8,2645.77
C-02364,19/03/2024,Kathmandu,"New Road, Kathmandu 44600",Wireless Earbuds,4,2429.33
C-02365,14/11/2024,Sydney,"88 George St, NSW 2000",Smart TV,6,2147.96
C-02366,03/04/2024,London,"12 Oxford St, W1D 1AB",Tablet Pro,7,884.99
C-02367,15/02/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,3,2079.4
C-02368,09/05/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Tablet Pro,1,1133.48
C-02369,27/05/2024,Dubai,"Mall of Emirates, B1-45",4K Camera,7,692.0
C-02370,25/09/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart Watch,9,2293.61
C-02371,19/04/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Tablet Pro,4,1538.87
C-02372,19/02/2024,Sydney,"88 George St, NSW 2000",Smart TV,1,2077.34
C-02373,31/08/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,4,79.61
C-02374,07/12/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Tablet Pro,8,2683.04
C-02375,27/10/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart TV,7,2324.95
C-02376,20/01/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart TV,7,1069.9
C-02377,16/10/2024,New York,"200 Broadway, NY 10007",Wireless Earbuds,8,58.79
C-02378,12/02/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,6,-195.14
C-02379,31/10/2024,Sydney,"City Centre, Pitt St Mall",Wireless Earbuds,9,1121.63
C-02380,11/01/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Laptop,1,1730.89
C-02381,23/08/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Console,8,1262.63
C-02382,21/01/2024,Sydney,"City Centre, Pitt St Mall",4K Camera,4,1061.63
C-02383,09/04/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,7,2992.85
C-02384,25/11/2024,New York,"200 Broadway, NY 10007",Tablet Pro,3,2425.38
C-02385,28/03/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,5,164.05
C-02386,04/10/2024,London,"88 Regent Ave, SW1A 2AA",Smart TV,6,174.99
C-02387,14/02/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Laptop,6,1945.78
C-02388,05/11/2024,London,"12 Oxford St, W1D 1AB",4K Camera,5,1712.67
C-02389,17/05/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Console,3,2051.59
C-02390,17/04/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",4K Camera,5,1047.18
C-02391,16/12/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,5,1739.33
C-02392,07/05/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,3,2124.34
C-02393,08/11/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Laptop,3,1931.25
C-02394,02/09/2024,Sydney,"City Centre, Pitt St Mall",Smart TV,4,2820.72
C-02395,15/08/2024,Berlin,"Kurfurstendamm 22, 10719",Smart TV,1,2129.91
C-02396,28/12/2024,Sydney,"88 George St, NSW 2000",4K Camera,9,-28.57
C-02397,17/01/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Tablet Pro,2,-134.45
C-02398,28/01/2024,Dubai,"Mall of Emirates, B1-45",Smart Watch,3,1001.55
C-02399,25/06/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Console,7,2522.5
C-02400,13/08/2024,Sydney,"88 George St, NSW 2000",Gaming Laptop,8,1705.44
C-02401,15/08/2024,Berlin,"Kurfurstendamm 22, 10719",Wireless Earbuds,3,1202.99
C-02402,11/12/2024,New York,"350 5th Ave, NY 10118",Gaming Console,4,130.96
C-02403,02/09/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Laptop,4,767.79
C-02404,07/01/2024,London,"12 Oxford St, W1D 1AB",Tablet Pro,8,644.65
C-02405,18/09/2024,Berlin,"Alexanderplatz 5, 10178",4K Camera,1,729.42
C-02406,23/09/2024,New York,"350 5th Ave, NY 10118",Smart TV,9,1016.3
C-02407,18/02/2024,New York,"200 Broadway, NY 10007",4K Camera,,2724.55
C-02408,17/11/2024,New York,"350 5th Ave, NY 10118",Tablet Pro,1,262.8
C-02409,25/04/2024,Kathmandu,"New Road, Kathmandu 44600",Tablet Pro,5,2025.66
C-02410,30/10/2024,London,"88 Regent Ave, SW1A 2AA",Smart TV,3,1056.44
C-02411,01/09/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Laptop,1,18.05
C-02412,01/11/2024,New York,"350 5th Ave, NY 10118",4K Camera,5,2386.73
C-02413,23/11/2024,London,"12 Oxford St, W1D 1AB",Smart TV,3,541.03
C-02414,06/01/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Console,3,956.74
C-02415,14/06/2024,Berlin,"Alexanderplatz 5, 10178",Smart TV,5,1814.68
C-02416,26/07/2024,Berlin,"Kurfurstendamm 22, 10719",Smart Watch,2,2583.16
C-02417,01/12/2024,New York,"200 Broadway, NY 10007",Wireless Earbuds,8,-231.72
C-02418,19/10/2024,Kathmandu,"Durbar Marg, KTM 44601",4K Camera,8,1640.93
C-02419,02/10/2024,Berlin,"Alexanderplatz 5, 10178",Tablet Pro,4,843.22
C-02420,02/03/2024,Tokyo,"1-1 Akihabara, Chiyoda",4K Camera,MISSING,2224.11
C-02421,06/09/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Laptop,4,2329.97
C-02422,25/03/2024,Sydney,"City Centre, Pitt St Mall",Smart TV,5,2500.16
C-02423,08/08/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,4,1727.56
C-02424,05/04/2024,Kathmandu,"New Road, Kathmandu 44600",Tablet Pro,,2683.08
C-02425,29/11/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart Watch,1,-139.16
C-02426,08/08/2024,Sydney,"88 George St, NSW 2000",Gaming Console,3,2793.3
C-02427,09/12/2024,London,"12 Oxford St, W1D 1AB",Wireless Earbuds,2,1640.03
C-02428,11/10/2024,New York,"200 Broadway, NY 10007",Gaming Console,,181.35
C-02429,24/01/2024,Sydney,"City Centre, Pitt St Mall",Tablet Pro,6,899.91
C-02430,13/10/2024,Berlin,"Alexanderplatz 5, 10178",Smart Watch,6,1020.06
C-02431,29/05/2024,New York,"200 Broadway, NY 10007",Tablet Pro,9,1601.96
C-02432,01/11/2024,Dubai,"Dubai Mall, Level 2, S12",Tablet Pro,2,955.12
C-02433,24/04/2024,Sydney,"City Centre, Pitt St Mall",Gaming Console,MISSING,194.0
C-02434,02/02/2024,Kathmandu,"New Road, Kathmandu 44600",Smart Watch,6,277.98
C-02435,20/10/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart Watch,4,2214.99
C-02436,05/03/2024,Sydney,"City Centre, Pitt St Mall",Smart TV,,2036.08
C-02437,26/10/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,MISSING,1509.91
C-02438,18/11/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Laptop,5,2477.31
C-02439,03/12/2024,Tokyo,"1-1 Akihabara, Chiyoda",4K Camera,QTY_ERR,2020.09
C-02440,19/10/2024,Sydney,"88 George St, NSW 2000",Smart TV,3,2944.54
C-02441,22/12/2024,Berlin,"Alexanderplatz 5, 10178",Smart Watch,5,2849.83
C-02442,29/03/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,3,-72.71
C-02443,09/02/2024,London,"12 Oxford St, W1D 1AB",Smart TV,3,2881.3
C-02444,15/07/2024,Tokyo,"1-1 Akihabara, Chiyoda",4K Camera,8,2593.97
C-02445,09/07/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Laptop,4,351.73
C-02446,25/06/2024,Kathmandu,"New Road, Kathmandu 44600",4K Camera,,480.5
C-02447,18/08/2024,Berlin,"Kurfurstendamm 22, 10719",Smart TV,8,483.79
C-02448,14/04/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Tablet Pro,2,2163.64
C-02449,21/08/2024,Dubai,"Dubai Mall, Level 2, S12",4K Camera,9,2197.36
C-02450,06/10/2024,Berlin,"Kurfurstendamm 22, 10719",Smart Watch,8,2876.83
C-02451,20/01/2024,London,"12 Oxford St, W1D 1AB",Gaming Laptop,9,2944.16
C-02452,21/03/2024,London,"12 Oxford St, W1D 1AB",Smart Watch,6,957.97
C-02453,08/05/2024,New York,"350 5th Ave, NY 10118",Gaming Laptop,9,2177.07
C-02454,18/01/2024,Dubai,"Mall of Emirates, B1-45",Wireless Earbuds,6,1261.45
C-02455,19/10/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Console,1,1540.06
C-02456,17/10/2024,Berlin,"Kurfurstendamm 22, 10719",Smart Watch,5,935.9
C-02457,24/11/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Console,9,705.48
C-02458,13/12/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,8,2017.73
C-02459,12/11/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,3,-163.21
C-02460,16/06/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Console,9,339.89
C-02461,14/01/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,4,1507.36
C-02462,03/08/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,9,2243.98
C-02463,01/05/2024,New York,"350 5th Ave, NY 10118",Wireless Earbuds,7,2639.3
C-02464,07/10/2024,Dubai,"Mall of Emirates, B1-45",Gaming Console,9,1129.35
C-02465,15/12/2024,Dubai,"Mall of Emirates, B1-45",4K Camera,8,1929.11
C-02466,14/02/2024,Dubai,"Mall of Emirates, B1-45",Gaming Console,MISSING,595.93
C-02467,13/12/2024,London,"12 Oxford St, W1D 1AB",Smart TV,6,-127.04
C-02468,24/07/2024,Berlin,"Kurfurstendamm 22, 10719",4K Camera,2,1104.83
C-02469,26/09/2024,Dubai,"Mall of Emirates, B1-45",Wireless Earbuds,8,2940.42
C-02470,25/02/2024,Berlin,"Kurfurstendamm 22, 10719",Smart Watch,3,827.07
C-02471,19/04/2024,Dubai,"Dubai Mall, Level 2, S12",4K Camera,4,386.28
C-02472,08/08/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,1,832.41
C-02473,07/10/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,9,1995.73
C-02474,16/07/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Console,2,2195.12
C-02475,29/09/2024,Dubai,"Dubai Mall, Level 2, S12",Wireless Earbuds,3,233.93
C-02476,20/05/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,9,974.13
C-02477,13/11/2024,Sydney,"88 George St, NSW 2000",Smart TV,8,2864.34
C-02478,04/12/2024,Berlin,"Alexanderplatz 5, 10178",Wireless Earbuds,7,2739.49
C-02479,06/07/2024,Berlin,"Kurfurstendamm 22, 10719",Wireless Earbuds,5,671.42
C-02480,15/02/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Wireless Earbuds,9,756.18
C-02481,05/01/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Laptop,3,2265.32
C-02482,29/09/2024,Berlin,"Alexanderplatz 5, 10178",Smart TV,QTY_ERR,410.5
C-02483,02/09/2024,London,"88 Regent Ave, SW1A 2AA",Smart Watch,5,2173.49
C-02484,21/06/2024,New York,"350 5th Ave, NY 10118",Gaming Laptop,1,2623.68
C-02485,17/07/2024,Sydney,"88 George St, NSW 2000",Gaming Console,8,35.72
C-02486,22/02/2024,London,"12 Oxford St, W1D 1AB",4K Camera,1,2300.03
C-02487,06/08/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Wireless Earbuds,MISSING,1162.65
C-02488,16/09/2024,New York,"350 5th Ave, NY 10118",Smart Watch,9,76.03
C-02489,21/07/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Laptop,7,2370.41
C-02490,07/02/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Console,8,2799.49
C-02491,17/05/2024,Berlin,"Kurfurstendamm 22, 10719",Smart TV,5,982.77
C-02492,02/01/2024,New York,"350 5th Ave, NY 10118",Gaming Laptop,6,2663.75
C-02493,21/07/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,6,2782.42
C-02494,19/04/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,4,666.24
C-02495,29/11/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart TV,4,790.79
C-02496,25/03/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Console,4,1430.02
C-02497,03/06/2024,Dubai,"Dubai Mall, Level 2, S12",4K Camera,2,1940.58
C-02498,14/10/2024,Tokyo,"1-1 Akihabara, Chiyoda",Tablet Pro,4,2844.76
C-02499,22/04/2024,Berlin,"Alexanderplatz 5, 10178",Tablet Pro,9,774.64
C-02500,26/03/2024,Dubai,"Dubai Mall, Level 2, S12",Smart TV,6,646.48
C-02501,30/12/2024,Dubai,"Mall of Emirates, B1-45",Smart Watch,QTY_ERR,1362.59
C-02502,28/02/2024,New York,"200 Broadway, NY 10007",Smart TV,6,1300.37
C-02503,28/07/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,9,654.9
C-02504,26/03/2024,London,"12 Oxford St, W1D 1AB",Gaming Laptop,3,205.84
C-02505,29/08/2024,London,"12 Oxford St, W1D 1AB",4K Camera,6,23.72
C-02506,24/02/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Laptop,MISSING,1581.37
C-02507,18/09/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,7,24.58
C-02508,24/08/2024,Kathmandu,"Durbar Marg, KTM 44601",Wireless Earbuds,,925.19
C-02509,29/11/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Laptop,9,-129.22
C-02510,16/01/2024,Sydney,"88 George St, NSW 2000",Smart TV,6,1630.22
C-02511,28/10/2024,Dubai,"Mall of Emirates, B1-45",Gaming Console,3,2973.18
C-02512,07/03/2024,Sydney,"88 George St, NSW 2000",Smart Watch,8,-296.19
C-02513,08/03/2024,Berlin,"Alexanderplatz 5, 10178",Tablet Pro,5,917.41
C-02514,09/08/2024,London,"88 Regent Ave, SW1A 2AA",Wireless Earbuds,2,2161.3
C-02515,26/09/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Console,4,1873.04
C-02516,16/10/2024,Dubai,"Mall of Emirates, B1-45",Smart Watch,9,1529.13
C-02517,24/09/2024,Sydney,"City Centre, Pitt St Mall",Smart TV,MISSING,1110.78
C-02518,29/12/2024,New York,"200 Broadway, NY 10007",Smart Watch,2,2637.31
C-02519,30/10/2024,Sydney,"88 George St, NSW 2000",Smart TV,3,1843.31
C-02520,27/08/2024,Tokyo,"1-1 Akihabara, Chiyoda",Tablet Pro,5,637.85
C-02521,19/02/2024,Berlin,"Alexanderplatz 5, 10178",Tablet Pro,8,-255.48
C-02522,05/12/2024,Berlin,"Kurfurstendamm 22, 10719",4K Camera,1,1297.8
C-02523,17/08/2024,Kathmandu,"Durbar Marg, KTM 44601",4K Camera,4,1557.47
C-02524,04/02/2024,London,"12 Oxford St, W1D 1AB",4K Camera,7,2473.34
C-02525,29/06/2024,New York,"200 Broadway, NY 10007",4K Camera,9,1787.83
C-02526,30/12/2024,Sydney,"City Centre, Pitt St Mall",Gaming Laptop,6,172.46
C-02527,18/07/2024,Sydney,"88 George St, NSW 2000",4K Camera,1,1833.68
C-02528,29/07/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,9,1011.55
C-02529,21/09/2024,Sydney,"88 George St, NSW 2000",Smart TV,MISSING,1416.99
C-02530,16/02/2024,New York,"350 5th Ave, NY 10118",Gaming Console,7,2349.08
C-02531,09/08/2024,Dubai,"Dubai Mall, Level 2, S12",Wireless Earbuds,1,472.53
C-02532,16/01/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Laptop,4,-287.21
C-02533,30/04/2024,Dubai,"Mall of Emirates, B1-45",Tablet Pro,3,2623.96
C-02534,18/12/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,5,2469.56
C-02535,20/09/2024,Tokyo,"1-1 Akihabara, Chiyoda",Tablet Pro,3,1152.37
